DetailValue,DetailType,Success,source_product_title,source_JobURL
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
Features,"Length:  14""Miscellaneous, Country of Origin:  ChinaWarranty, Non-slip Grip, Double-Lock System, Thumb LockPhysical Characteristics, Material:  Fiberglass, Limited Warranty:  Lifetime, Package Contents:   1 x Pruner 1 x Sturdy 15"" WoodZig Saw",Succeeded,Fiskars Power-Lever Extendable Pole Saw & Pruner (7'  ...,https://www.walmart.com/ip/Fiskars-Power-Lever-Extendable-Pole-Saw-Pruner-7-14/136172302
Brand,FISKARS BRANDS INC,Succeeded,Fiskars Power-Lever Extendable Pole Saw & Pruner (7'  ...,https://www.walmart.com/ip/Fiskars-Power-Lever-Extendable-Pole-Saw-Pruner-7-14/136172302
Model,393981-1001,Succeeded,Fiskars Power-Lever Extendable Pole Saw & Pruner (7'  ...,https://www.walmart.com/ip/Fiskars-Power-Lever-Extendable-Pole-Saw-Pruner-7-14/136172302
Material,Fiberglass,Succeeded,Fiskars Power-Lever Extendable Pole Saw & Pruner (7'  ...,https://www.walmart.com/ip/Fiskars-Power-Lever-Extendable-Pole-Saw-Pruner-7-14/136172302
Manufacturer Part Number,393981-1001,Succeeded,Fiskars Power-Lever Extendable Pole Saw & Pruner (7'  ...,https://www.walmart.com/ip/Fiskars-Power-Lever-Extendable-Pole-Saw-Pruner-7-14/136172302
Assembled Product Weight,5.3 lb,Succeeded,Fiskars Power-Lever Extendable Pole Saw & Pruner (7'  ...,https://www.walmart.com/ip/Fiskars-Power-Lever-Extendable-Pole-Saw-Pruner-7-14/136172302
Assembled Product Dimensions (L x W x H),86.80 x 2.30 x 7.00 Inches,Succeeded,Fiskars Power-Lever Extendable Pole Saw & Pruner (7'  ...,https://www.walmart.com/ip/Fiskars-Power-Lever-Extendable-Pole-Saw-Pruner-7-14/136172302
Features,Wheels,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
Brand,Edsal,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
Material,Metal,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
Model,CW3418,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
Color,Green,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
manufacturer_part_number,cw3418,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
Count,1,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
Assembled Product Dimensions (L x W x H),18.00 x 36.00 x 21.00 Inches,Succeeded,"CW3418 400 lb. Wagon Truck, 36-1/2 In. L",https://www.walmart.com/ip/CW3418-400-lb-Wagon-Truck-36-1-2-In-L/20840114
Brand,Sap,Succeeded,GE Refrigerator Auger WR17X11705SAP Replaces WR17X11  ...,https://www.walmart.com/ip/GE-Refrigerator-Auger-WR17X11705SAP-Replaces-WR17X11705/184969972
Model,WR17X11705SAP,Succeeded,GE Refrigerator Auger WR17X11705SAP Replaces WR17X11  ...,https://www.walmart.com/ip/GE-Refrigerator-Auger-WR17X11705SAP-Replaces-WR17X11705/184969972
Brand,Fiskars,Succeeded,Fiskars 25 UltraBlade Power-Lever Lopper,https://www.walmart.com/ip/Fiskars-25-UltraBlade-Power-Lever-Lopper/23598079
Model,394783-1001,Succeeded,Fiskars 25 UltraBlade Power-Lever Lopper,https://www.walmart.com/ip/Fiskars-25-UltraBlade-Power-Lever-Lopper/23598079
Material,Steel,Succeeded,Fiskars 25 UltraBlade Power-Lever Lopper,https://www.walmart.com/ip/Fiskars-25-UltraBlade-Power-Lever-Lopper/23598079
Manufacturer Part Number,394783-1001,Succeeded,Fiskars 25 UltraBlade Power-Lever Lopper,https://www.walmart.com/ip/Fiskars-25-UltraBlade-Power-Lever-Lopper/23598079
Assembled Product Weight,2.8 oz,Succeeded,Fiskars 25 UltraBlade Power-Lever Lopper,https://www.walmart.com/ip/Fiskars-25-UltraBlade-Power-Lever-Lopper/23598079
Assembled Product Dimensions (L x W x H),25.75 x 7.00 x 1.50 Inches,Succeeded,Fiskars 25 UltraBlade Power-Lever Lopper,https://www.walmart.com/ip/Fiskars-25-UltraBlade-Power-Lever-Lopper/23598079
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
Features,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
You are viewingPoulan Pro Edger Attachment Kit for Split Shaft Trimmers,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
Factory-Reconditioned Black & Decker LE750R 11 Amp 7-1/2 in. EDGEHOG 2-in-1 Electric Edger (Refurbished),,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
,,Succeeded,Poulan Pro Edger Attachment Kit for Split Shaft Trim  ...,https://www.walmart.com/ip/Poulan-Pro-Edger-Attachment-Kit-for-Split-Shaft-Trimmers/21757890
Brand,Norpro,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Color,White,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Manufacturer Part Number,93,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Volume Capacity,1 gal,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Model,93,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Capacity,1 gal,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Assembled Product Weight,5.75 oz,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Assembled Product Dimensions (L x W x H),10.50 x 8.00 x 7.25 Inches,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Brand,Norpro,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Color,White,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Manufacturer Part Number,93,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Volume Capacity,1 gal,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Model,93,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Capacity,1 gal,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Assembled Product Weight,5.75 oz,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Assembled Product Dimensions (L x W x H),10.50 x 8.00 x 7.25 Inches,Succeeded,Norpro 1 gal White Compost Keeper Crock,https://www.walmart.com/ip/Norpro-1-gal-White-Compost-Keeper-Crock/16661852
Brand,MHG,Succeeded,"Folding Shovel Camping Survival with Pick 16"" Garden  ...",https://www.walmart.com/ip/Folding-Shovel-Camping-Survival-with-Pick-16-Garden-Military-Style-Survival-w-Pick-Tool-Case/995602721
Brand,Gardener'S Supply Company,Succeeded,"Summerweight Garden Fabric, 6’ x 50’",https://www.walmart.com/ip/Summerweight-Garden-Fabric-6-8217-x-50-8217/505660463
Manufacturer Part Number,32-645**,Succeeded,"Summerweight Garden Fabric, 6’ x 50’",https://www.walmart.com/ip/Summerweight-Garden-Fabric-6-8217-x-50-8217/505660463
Assembled Product Weight,1 Pounds,Succeeded,"Summerweight Garden Fabric, 6’ x 50’",https://www.walmart.com/ip/Summerweight-Garden-Fabric-6-8217-x-50-8217/505660463
Condition,New,Succeeded,"Summerweight Garden Fabric, 6’ x 50’",https://www.walmart.com/ip/Summerweight-Garden-Fabric-6-8217-x-50-8217/505660463
Brand,Sun Joe,Succeeded,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
Material,Stainless Steel,Succeeded,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
Color,Beige,Succeeded,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
Model,SJHH1902,Succeeded,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
Manufacturer Part Number,SJHH1902,Succeeded,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
Assembled Product Weight,0.95 Pounds,Succeeded,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
Assembled Product Dimensions (L x W x H),17.20 x 7.00 x 1.50 Inches,Succeeded,Sun Joe SJHH1902 Hori-Hori Garden Landscaping Diggin  ...,https://www.walmart.com/ip/Sun-Joe-SJHH1902-Hori-Hori-Garden-Landscaping-Digging-Tool-with-Stainless-Steel-Blade/42627212
Features,m-7c,Succeeded,"Yard Butler IM-7C 37"" Lawn Spike Aerator",https://www.walmart.com/ip/Yard-Butler-IM-7C-37-Lawn-Spike-Aerator/21797052
Brand,Yard Butler,Succeeded,"Yard Butler IM-7C 37"" Lawn Spike Aerator",https://www.walmart.com/ip/Yard-Butler-IM-7C-37-Lawn-Spike-Aerator/21797052
Model,IM-7C,Succeeded,"Yard Butler IM-7C 37"" Lawn Spike Aerator",https://www.walmart.com/ip/Yard-Butler-IM-7C-37-Lawn-Spike-Aerator/21797052
Manufacturer Part Number,1360-2024,Succeeded,"Yard Butler IM-7C 37"" Lawn Spike Aerator",https://www.walmart.com/ip/Yard-Butler-IM-7C-37-Lawn-Spike-Aerator/21797052
Assembled Product Weight,4 lb,Succeeded,"Yard Butler IM-7C 37"" Lawn Spike Aerator",https://www.walmart.com/ip/Yard-Butler-IM-7C-37-Lawn-Spike-Aerator/21797052
Color,Black,Succeeded,"Yard Butler IM-7C 37"" Lawn Spike Aerator",https://www.walmart.com/ip/Yard-Butler-IM-7C-37-Lawn-Spike-Aerator/21797052
Assembled Product Dimensions (L x W x H),37.00 x 9.00 x 1.00 Inches,Succeeded,"Yard Butler IM-7C 37"" Lawn Spike Aerator",https://www.walmart.com/ip/Yard-Butler-IM-7C-37-Lawn-Spike-Aerator/21797052
Features,"all purpose wheelbarrow for a variety of uses, features durable dual wheels, has a 5 cubic feet capacity",Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Brand,Marathon Industries,Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Material,"Plastic, Steel",Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Model,70015,Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Color,Green,Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Manufacturer Part Number,1350-2588,Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Count,1,Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Volume Capacity,5 cu ft,Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Assembled Product Dimensions (L x W x H),35.00 x 16.00 x 14.00 Inches,Succeeded,Marathon 70015 5 Cubic Feet Green Poly Wheelbarrow,https://www.walmart.com/ip/Marathon-70015-5-Cubic-Feet-Green-Poly-Wheelbarrow/15780367
Features,"Perfect for hours of fun at beaches, green and blue. Measures approximately 6 3/4"" tall with a 6 1/4"" opening. Shovel measures nearly 7"" long. Not recommended for children under 3. Comes packaged with a hang tag., this Glitter Sand Pail with Shovel allows kids to create fun shapes and castles. Each pail has a handle for easy carrying. Buckets come in assorted translucent colors with glitter sparkles. Colors include: yellow, parks or yards, pink",Succeeded,Glitter Sand Pail With Shovel (Pack Of 24),https://www.walmart.com/ip/Glitter-Sand-Pail-With-Shovel-Pack-Of-24/138276509
Brand,Bulk Buys,Succeeded,Glitter Sand Pail With Shovel (Pack Of 24),https://www.walmart.com/ip/Glitter-Sand-Pail-With-Shovel-Pack-Of-24/138276509
Material,Plastic,Succeeded,Glitter Sand Pail With Shovel (Pack Of 24),https://www.walmart.com/ip/Glitter-Sand-Pail-With-Shovel-Pack-Of-24/138276509
Model,SK201,Succeeded,Glitter Sand Pail With Shovel (Pack Of 24),https://www.walmart.com/ip/Glitter-Sand-Pail-With-Shovel-Pack-Of-24/138276509
Manufacturer Part Number,SK201,Succeeded,Glitter Sand Pail With Shovel (Pack Of 24),https://www.walmart.com/ip/Glitter-Sand-Pail-With-Shovel-Pack-Of-24/138276509
Assembled Product Weight,10.7512 Pounds,Succeeded,Glitter Sand Pail With Shovel (Pack Of 24),https://www.walmart.com/ip/Glitter-Sand-Pail-With-Shovel-Pack-Of-24/138276509
Material,Metal and Foam,Succeeded,High Quality Foldable Garden Kneeler Bench Seat With  ...,https://www.walmart.com/ip/High-Quality-Foldable-Garden-Kneeler-Bench-Seat-With-Tool-Pouch-and-EVA-Kneeling-Pad-Handles-for-Garden-Home/384799753
Brand,Generic,Succeeded,High Quality Foldable Garden Kneeler Bench Seat With  ...,https://www.walmart.com/ip/High-Quality-Foldable-Garden-Kneeler-Bench-Seat-With-Tool-Pouch-and-EVA-Kneeling-Pad-Handles-for-Garden-Home/384799753
Model,WT003125,Succeeded,High Quality Foldable Garden Kneeler Bench Seat With  ...,https://www.walmart.com/ip/High-Quality-Foldable-Garden-Kneeler-Bench-Seat-With-Tool-Pouch-and-EVA-Kneeling-Pad-Handles-for-Garden-Home/384799753
Brand,Fiskars,Succeeded,Fiskars 3-Piece DuraFrame Garden Tools Set,https://www.walmart.com/ip/Fiskars-3-Piece-DuraFrame-Garden-Tools-Set/37608528
Model,370770-1001,Succeeded,Fiskars 3-Piece DuraFrame Garden Tools Set,https://www.walmart.com/ip/Fiskars-3-Piece-DuraFrame-Garden-Tools-Set/37608528
Manufacturer Part Number,370770-1001,Succeeded,Fiskars 3-Piece DuraFrame Garden Tools Set,https://www.walmart.com/ip/Fiskars-3-Piece-DuraFrame-Garden-Tools-Set/37608528
Assembled Product Weight,1.1 lb,Succeeded,Fiskars 3-Piece DuraFrame Garden Tools Set,https://www.walmart.com/ip/Fiskars-3-Piece-DuraFrame-Garden-Tools-Set/37608528
Assembled Product Dimensions (L x W x H),5.50 x 2.50 x 12.25 Inches,Succeeded,Fiskars 3-Piece DuraFrame Garden Tools Set,https://www.walmart.com/ip/Fiskars-3-Piece-DuraFrame-Garden-Tools-Set/37608528
Features,"Predator, Waterfowl, Elk, Turkey, Mule Deer, Dove, Deer",Succeeded,SOG Entrenching Tool,https://www.walmart.com/ip/SOG-Entrenching-Tool/14220155
Brand,SOG,Succeeded,SOG Entrenching Tool,https://www.walmart.com/ip/SOG-Entrenching-Tool/14220155
Material,Steel,Succeeded,SOG Entrenching Tool,https://www.walmart.com/ip/SOG-Entrenching-Tool/14220155
Model,F08-N,Succeeded,SOG Entrenching Tool,https://www.walmart.com/ip/SOG-Entrenching-Tool/14220155
Manufacturer Part Number,F08-N,Succeeded,SOG Entrenching Tool,https://www.walmart.com/ip/SOG-Entrenching-Tool/14220155
Assembled Product Dimensions (L x W x H),11.00 x 6.00 x 4.00 Inches,Succeeded,SOG Entrenching Tool,https://www.walmart.com/ip/SOG-Entrenching-Tool/14220155
Brand,Garden,Succeeded,Garden Tool Set with Gardening Tote Bag and 6 Tools(  ...,https://www.walmart.com/ip/Garden-Tool-Set-with-Gardening-Tote-Bag-and-6-Tools-Garden-Tool-and-Tote-Set/971876018
Manufacturer Part Number,WHR1914,Succeeded,Garden Tool Set with Gardening Tote Bag and 6 Tools(  ...,https://www.walmart.com/ip/Garden-Tool-Set-with-Gardening-Tote-Bag-and-6-Tools-Garden-Tool-and-Tote-Set/971876018
Assembled Product Weight,1.2 lb,Succeeded,Garden Tool Set with Gardening Tote Bag and 6 Tools(  ...,https://www.walmart.com/ip/Garden-Tool-Set-with-Gardening-Tote-Bag-and-6-Tools-Garden-Tool-and-Tote-Set/971876018
Assembled Product Dimensions (L x W x H),1.57 x 5.91 x 11.81 Inches,Succeeded,Garden Tool Set with Gardening Tote Bag and 6 Tools(  ...,https://www.walmart.com/ip/Garden-Tool-Set-with-Gardening-Tote-Bag-and-6-Tools-Garden-Tool-and-Tote-Set/971876018
Features,Bond mini D handle shovel,Succeeded,Bond LH015 Mini D Grip Handle Ergonomic Shovel,https://www.walmart.com/ip/Bond-LH015-Mini-D-Grip-Handle-Ergonomic-Shovel/16944911
Brand,Bond,Succeeded,Bond LH015 Mini D Grip Handle Ergonomic Shovel,https://www.walmart.com/ip/Bond-LH015-Mini-D-Grip-Handle-Ergonomic-Shovel/16944911
Material,Multi,Succeeded,Bond LH015 Mini D Grip Handle Ergonomic Shovel,https://www.walmart.com/ip/Bond-LH015-Mini-D-Grip-Handle-Ergonomic-Shovel/16944911
Handle Material,Metal,Succeeded,Bond LH015 Mini D Grip Handle Ergonomic Shovel,https://www.walmart.com/ip/Bond-LH015-Mini-D-Grip-Handle-Ergonomic-Shovel/16944911
Model,LH015,Succeeded,Bond LH015 Mini D Grip Handle Ergonomic Shovel,https://www.walmart.com/ip/Bond-LH015-Mini-D-Grip-Handle-Ergonomic-Shovel/16944911
Manufacturer Part Number,1332-2284,Succeeded,Bond LH015 Mini D Grip Handle Ergonomic Shovel,https://www.walmart.com/ip/Bond-LH015-Mini-D-Grip-Handle-Ergonomic-Shovel/16944911
Assembled Product Dimensions (L x W x H),27.00 x 6.00 x 2.50 Inches,Succeeded,Bond LH015 Mini D Grip Handle Ergonomic Shovel,https://www.walmart.com/ip/Bond-LH015-Mini-D-Grip-Handle-Ergonomic-Shovel/16944911
Brand,Amazing Rake,Succeeded,"Amazing Rake RK31000 17"" Yellow 3-in-1 Ergonomic Pic  ...",https://www.walmart.com/ip/Amazing-Rake-RK31000-17-Yellow-3-in-1-Ergonomic-Pickup-Rake-with-Telescopic-Handle/49694987
Model,RK31000,Succeeded,"Amazing Rake RK31000 17"" Yellow 3-in-1 Ergonomic Pic  ...",https://www.walmart.com/ip/Amazing-Rake-RK31000-17-Yellow-3-in-1-Ergonomic-Pickup-Rake-with-Telescopic-Handle/49694987
Manufacturer Part Number,RK31000,Succeeded,"Amazing Rake RK31000 17"" Yellow 3-in-1 Ergonomic Pic  ...",https://www.walmart.com/ip/Amazing-Rake-RK31000-17-Yellow-3-in-1-Ergonomic-Pickup-Rake-with-Telescopic-Handle/49694987
Assembled Product Dimensions (L x W x H),41.00 x 9.00 x 3.50 Inches,Succeeded,"Amazing Rake RK31000 17"" Yellow 3-in-1 Ergonomic Pic  ...",https://www.walmart.com/ip/Amazing-Rake-RK31000-17-Yellow-3-in-1-Ergonomic-Pickup-Rake-with-Telescopic-Handle/49694987
Brand,Flexrake,Succeeded,Flexrake Classic Hand Dandelion Weeder,https://www.walmart.com/ip/Flexrake-Classic-Hand-Dandelion-Weeder/19243157
Material,Multi,Succeeded,Flexrake Classic Hand Dandelion Weeder,https://www.walmart.com/ip/Flexrake-Classic-Hand-Dandelion-Weeder/19243157
Model,CLA329,Succeeded,Flexrake Classic Hand Dandelion Weeder,https://www.walmart.com/ip/Flexrake-Classic-Hand-Dandelion-Weeder/19243157
Manufacturer Part Number,CLA329,Succeeded,Flexrake Classic Hand Dandelion Weeder,https://www.walmart.com/ip/Flexrake-Classic-Hand-Dandelion-Weeder/19243157
Assembled Product Weight,0.48 oz,Succeeded,Flexrake Classic Hand Dandelion Weeder,https://www.walmart.com/ip/Flexrake-Classic-Hand-Dandelion-Weeder/19243157
Assembled Product Dimensions (L x W x H),0.97 x 3.00 x 10.00 Inches,Succeeded,Flexrake Classic Hand Dandelion Weeder,https://www.walmart.com/ip/Flexrake-Classic-Hand-Dandelion-Weeder/19243157
